Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
1074,Tuberculosis, chills, vomiting, weight_loss, cough
1075,Tuberculosis, chills, vomiting, fatigue, cough
1076,Tuberculosis, chills, vomiting, fatigue, weight_loss
1077,Tuberculosis, chills, vomiting, fatigue, weight_loss
1078,Tuberculosis, chills, vomiting, fatigue, weight_loss
1079,Tuberculosis, chills, vomiting, fatigue, weight_loss
1090,Pneumonia, chills, fatigue, cough, high_fever
1091,Pneumonia, chills, fatigue, cough, high_fever
1092,Pneumonia, chills, fatigue, cough, high_fever
1093,Pneumonia, fatigue, cough, high_fever, breathlessness
1094,Pneumonia, chills, cough, high_fever, breathlessness
1095,Pneumonia, chills, fatigue, high_fever, breathlessness
1096,Pneumonia, chills, fatigue, cough, breathlessness
1097,Pneumonia, chills, fatigue, cough, high_fever
1098,Pneumonia, chills, fatigue, cough, high_fever
1099,Pneumonia, chills, fatigue, cough, high_fever
1150,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1151,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1152,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1153,Hypoglycemia, fatigue, anxiety, sweating, headache
1154,Hypoglycemia, vomiting, anxiety, sweating, headache
1155,Hypoglycemia, vomiting, fatigue, sweating, headache
1156,Hypoglycemia, vomiting, fatigue, anxiety, headache
1157,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1158,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1159,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1190,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
1191,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
1192,Acne, pus_filled_pimples, blackheads, scurring,
1193,Acne, skin_rash, blackheads, scurring,
1194,Acne, skin_rash, pus_filled_pimples, scurring,
1195,Acne, skin_rash, pus_filled_pimples, blackheads,
1196,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
1197,Acne, skin_rash, pus_filled_pimples, blackheads,
1198,Acne, skin_rash, pus_filled_pimples, scurring,
1199,Acne, skin_rash, blackheads, scurring,
1200,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1201,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1202,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
1203,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
1204,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1205,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
1206,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1207,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1208,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
1209,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1210,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1211,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1212,Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
1213,Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
1214,Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
1215,Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
1216,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1217,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1218,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1219,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1220,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1221,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1222,Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
1223,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
1224,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
1225,Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
1226,Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze
1227,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1228,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1229,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
1230,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
1231,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
1232,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
1233,Fungal infection,itching, skin_rash, dischromic _patches,
1234,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
1235,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
1236,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
1237,Fungal infection,itching, skin_rash, dischromic _patches,
1238,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
1239,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
1240,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
1241,Allergy, shivering, chills, watering_from_eyes,
1242,Allergy, continuous_sneezing, chills, watering_from_eyes,
1243,Allergy, continuous_sneezing, shivering, watering_from_eyes,
1244,Allergy, continuous_sneezing, shivering, chills,
1245,Allergy, shivering, chills, watering_from_eyes,
1246,Allergy, continuous_sneezing, chills, watering_from_eyes,
1247,Allergy, continuous_sneezing, shivering, watering_from_eyes,
1248,Allergy, continuous_sneezing, shivering, chills,
1249,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
1250,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
1251,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
1252,GERD, stomach_pain, acidity, vomiting, cough
1253,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
1254,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
1255,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
1256,GERD, acidity, ulcers_on_tongue, vomiting, cough
1257,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
1258,GERD, stomach_pain, acidity, vomiting, cough
1259,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
1270,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
1271,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
1272,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
1273,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
1274,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
1275,Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination
1276,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
1277,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
1278,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
1279,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
1310,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1311,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1312,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
1313,Gastroenteritis, vomiting, dehydration, diarrhoea,
1314,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
1315,Gastroenteritis, vomiting, sunken_eyes, dehydration,
1316,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1317,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
1318,Gastroenteritis, vomiting, dehydration, diarrhoea,
1319,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
1340,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1341,Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
1342,Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger
1343,Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
1344,Migraine, acidity, indigestion, headache, excessive_hunger
1345,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1346,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1347,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1348,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1349,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1350,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
1351,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
1352,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
1353,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
1354,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance
1355,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
1356,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
1357,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
1358,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
1359,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
1380,Malaria, chills, vomiting, high_fever, sweating
1381,Malaria, chills, vomiting, high_fever, sweating
1382,Malaria, chills, vomiting, high_fever, sweating
1383,Malaria, vomiting, high_fever, sweating, headache
1384,Malaria, chills, high_fever, sweating, headache
1385,Malaria, chills, vomiting, sweating, headache
1386,Malaria, chills, vomiting, high_fever, headache
1387,Malaria, chills, vomiting, high_fever, sweating
1388,Malaria, chills, vomiting, high_fever, sweating
1389,Malaria, chills, vomiting, high_fever, sweating
1390,Chicken pox,itching, skin_rash, fatigue, lethargy
1391,Chicken pox, skin_rash, fatigue, lethargy, high_fever
1392,Chicken pox,itching, fatigue, lethargy, high_fever
1393,Chicken pox,itching, skin_rash, lethargy, high_fever
1394,Chicken pox,itching, skin_rash, fatigue, high_fever
1395,Chicken pox,itching, skin_rash, fatigue, lethargy
1396,Chicken pox,itching, skin_rash, fatigue, lethargy
1397,Chicken pox,itching, skin_rash, fatigue, lethargy
1398,Chicken pox,itching, skin_rash, fatigue, lethargy
1399,Chicken pox,itching, skin_rash, fatigue, lethargy
1400,Dengue, skin_rash, chills, joint_pain, vomiting
1401,Dengue, skin_rash, chills, joint_pain, vomiting
1402,Dengue, skin_rash, chills, joint_pain, vomiting
1403,Dengue, skin_rash, chills, joint_pain, vomiting
1404,Dengue, chills, joint_pain, vomiting, fatigue
1405,Dengue, skin_rash, joint_pain, vomiting, fatigue
1406,Dengue, skin_rash, chills, vomiting, fatigue
1407,Dengue, skin_rash, chills, joint_pain, fatigue
1408,Dengue, skin_rash, chills, joint_pain, vomiting
1409,Dengue, skin_rash, chills, joint_pain, vomiting
1480,Tuberculosis, chills, vomiting, fatigue, weight_loss
1481,Tuberculosis, chills, vomiting, fatigue, weight_loss
1482,Tuberculosis, vomiting, fatigue, weight_loss, cough
1483,Tuberculosis, chills, fatigue, weight_loss, cough
1484,Tuberculosis, chills, vomiting, weight_loss, cough
1485,Tuberculosis, chills, vomiting, fatigue, cough
1486,Tuberculosis, chills, vomiting, fatigue, weight_loss
1487,Tuberculosis, chills, vomiting, fatigue, weight_loss
1488,Tuberculosis, chills, vomiting, fatigue, weight_loss
1489,Tuberculosis, chills, vomiting, fatigue, weight_loss
1500,Pneumonia, chills, fatigue, cough, high_fever
1501,Pneumonia, chills, fatigue, cough, high_fever
1502,Pneumonia, chills, fatigue, cough, high_fever
1503,Pneumonia, fatigue, cough, high_fever, breathlessness
1504,Pneumonia, chills, cough, high_fever, breathlessness
1505,Pneumonia, chills, fatigue, high_fever, breathlessness
1506,Pneumonia, chills, fatigue, cough, breathlessness
1507,Pneumonia, chills, fatigue, cough, high_fever
1508,Pneumonia, chills, fatigue, cough, high_fever
1509,Pneumonia, chills, fatigue, cough, high_fever
1560,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1561,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1562,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1563,Hypoglycemia, fatigue, anxiety, sweating, headache
1564,Hypoglycemia, vomiting, anxiety, sweating, headache
1565,Hypoglycemia, vomiting, fatigue, sweating, headache
1566,Hypoglycemia, vomiting, fatigue, anxiety, headache
1567,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1568,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1569,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1600,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
1601,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
1602,Acne, pus_filled_pimples, blackheads, scurring,
1603,Acne, skin_rash, blackheads, scurring,
1604,Acne, skin_rash, pus_filled_pimples, scurring,
1605,Acne, skin_rash, pus_filled_pimples, blackheads,
1606,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
1607,Acne, skin_rash, pus_filled_pimples, blackheads,
1608,Acne, skin_rash, pus_filled_pimples, scurring,
1609,Acne, skin_rash, blackheads, scurring,
1610,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1611,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1612,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
1613,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
1614,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1615,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
1616,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1617,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1618,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
1619,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1620,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1621,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1622,Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
1623,Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
1624,Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
1625,Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
1626,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1627,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1628,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1629,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1630,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1631,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1632,Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
1633,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
1634,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
1635,Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
1636,Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze
1637,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1638,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1639,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
1640,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
1641,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
1642,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
1643,Fungal infection,itching, skin_rash, dischromic _patches,
1644,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
1645,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
1646,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
1647,Fungal infection,itching, skin_rash, dischromic _patches,
1648,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
1649,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
1650,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
1651,Allergy, shivering, chills, watering_from_eyes,
1652,Allergy, continuous_sneezing, chills, watering_from_eyes,
1653,Allergy, continuous_sneezing, shivering, watering_from_eyes,
1654,Allergy, continuous_sneezing, shivering, chills,
1655,Allergy, shivering, chills, watering_from_eyes,
1656,Allergy, continuous_sneezing, chills, watering_from_eyes,
1657,Allergy, continuous_sneezing, shivering, watering_from_eyes,
1658,Allergy, continuous_sneezing, shivering, chills,
1659,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
1660,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
1661,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
1662,GERD, stomach_pain, acidity, vomiting, cough
1663,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
1664,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
1665,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
1666,GERD, acidity, ulcers_on_tongue, vomiting, cough
1667,GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
1668,GERD, stomach_pain, acidity, vomiting, cough
1669,GERD, stomach_pain, acidity, ulcers_on_tongue, cough
1680,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
1681,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
1682,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
1683,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
1684,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
1685,Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination
1686,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
1687,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
1688,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
1689,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
1720,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1721,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1722,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
1723,Gastroenteritis, vomiting, dehydration, diarrhoea,
1724,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
1725,Gastroenteritis, vomiting, sunken_eyes, dehydration,
1726,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1727,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
1728,Gastroenteritis, vomiting, dehydration, diarrhoea,
1729,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
1750,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1751,Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
1752,Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger
1753,Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
1754,Migraine, acidity, indigestion, headache, excessive_hunger
1755,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1756,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1757,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1758,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1759,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
1760,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
1761,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
1762,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
1763,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
1764,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance
1765,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
1766,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
1767,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
1768,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
1769,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
1790,Malaria, chills, vomiting, high_fever, sweating
1791,Malaria, chills, vomiting, high_fever, sweating
1792,Malaria, chills, vomiting, high_fever, sweating
1793,Malaria, vomiting, high_fever, sweating, headache
1794,Malaria, chills, high_fever, sweating, headache
1795,Malaria, chills, vomiting, sweating, headache
1796,Malaria, chills, vomiting, high_fever, headache
1797,Malaria, chills, vomiting, high_fever, sweating
1798,Malaria, chills, vomiting, high_fever, sweating
1799,Malaria, chills, vomiting, high_fever, sweating
1800,Chicken pox,itching, skin_rash, fatigue, lethargy
1801,Chicken pox, skin_rash, fatigue, lethargy, high_fever
1802,Chicken pox,itching, fatigue, lethargy, high_fever
1803,Chicken pox,itching, skin_rash, lethargy, high_fever
1804,Chicken pox,itching, skin_rash, fatigue, high_fever
1805,Chicken pox,itching, skin_rash, fatigue, lethargy
1806,Chicken pox,itching, skin_rash, fatigue, lethargy
1807,Chicken pox,itching, skin_rash, fatigue, lethargy
1808,Chicken pox,itching, skin_rash, fatigue, lethargy
1809,Chicken pox,itching, skin_rash, fatigue, lethargy
1810,Dengue, skin_rash, chills, joint_pain, vomiting
1811,Dengue, skin_rash, chills, joint_pain, vomiting
1812,Dengue, skin_rash, chills, joint_pain, vomiting
1813,Dengue, skin_rash, chills, joint_pain, vomiting
1814,Dengue, chills, joint_pain, vomiting, fatigue
1815,Dengue, skin_rash, joint_pain, vomiting, fatigue
1816,Dengue, skin_rash, chills, vomiting, fatigue
1817,Dengue, skin_rash, chills, joint_pain, fatigue
1818,Dengue, skin_rash, chills, joint_pain, vomiting
1819,Dengue, skin_rash, chills, joint_pain, vomiting
1890,Tuberculosis, chills, vomiting, fatigue, weight_loss
1891,Tuberculosis, chills, vomiting, fatigue, weight_loss
1892,Tuberculosis, vomiting, fatigue, weight_loss, cough
1893,Tuberculosis, chills, fatigue, weight_loss, cough
1894,Tuberculosis, chills, vomiting, weight_loss, cough
1895,Tuberculosis, chills, vomiting, fatigue, cough
1896,Tuberculosis, chills, vomiting, fatigue, weight_loss
1897,Tuberculosis, chills, vomiting, fatigue, weight_loss
1898,Tuberculosis, chills, vomiting, fatigue, weight_loss
1899,Tuberculosis, chills, vomiting, fatigue, weight_loss
1910,Pneumonia, chills, fatigue, cough, high_fever
1911,Pneumonia, chills, fatigue, cough, high_fever
1912,Pneumonia, chills, fatigue, cough, high_fever
1913,Pneumonia, fatigue, cough, high_fever, breathlessness
1914,Pneumonia, chills, cough, high_fever, breathlessness
1915,Pneumonia, chills, fatigue, high_fever, breathlessness
1916,Pneumonia, chills, fatigue, cough, breathlessness
1917,Pneumonia, chills, fatigue, cough, high_fever
1918,Pneumonia, chills, fatigue, cough, high_fever
1919,Pneumonia, chills, fatigue, cough, high_fever
1970,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1971,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1972,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1973,Hypoglycemia, fatigue, anxiety, sweating, headache
1974,Hypoglycemia, vomiting, anxiety, sweating, headache
1975,Hypoglycemia, vomiting, fatigue, sweating, headache
1976,Hypoglycemia, vomiting, fatigue, anxiety, headache
1977,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1978,Hypoglycemia, vomiting, fatigue, anxiety, sweating
1979,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2010,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2011,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2012,Acne, pus_filled_pimples, blackheads, scurring,
2013,Acne, skin_rash, blackheads, scurring,
2014,Acne, skin_rash, pus_filled_pimples, scurring,
2015,Acne, skin_rash, pus_filled_pimples, blackheads,
2016,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2017,Acne, skin_rash, pus_filled_pimples, blackheads,
2018,Acne, skin_rash, pus_filled_pimples, scurring,
2019,Acne, skin_rash, blackheads, scurring,
2020,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2021,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2022,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
2023,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
2024,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
2025,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
2026,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2027,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
2028,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
2029,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
2030,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2031,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2032,Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
2033,Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
2034,Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
2035,Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
2036,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2037,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2038,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2039,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2040,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2041,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2042,Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
2043,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
2044,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
2045,Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
2046,Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze
2047,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2048,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2049,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
2050,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2051,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
2052,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
2053,Fungal infection,itching, skin_rash, dischromic _patches,
2054,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
2055,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
2056,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
2057,Fungal infection,itching, skin_rash, dischromic _patches,
2058,Fungal infection,itching, skin_rash, nodal_skin_eruptions,
2059,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2060,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2061,Allergy, shivering, chills, watering_from_eyes,
2062,Allergy, continuous_sneezing, chills, watering_from_eyes,
2063,Allergy, continuous_sneezing, shivering, watering_from_eyes,
2064,Allergy, continuous_sneezing, shivering, chills,
2065,Allergy, shivering, chills, watering_from_eyes,
2066,Allergy, continuous_sneezing, chills, watering_from_eyes,
2067,Allergy, continuous_sneezing, shivering, watering_from_eyes,
2068,Allergy, continuous_sneezing, shivering, chills,
2069,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2070,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
